job_name,company,company_info,company_size,company_type,city,salary_min,salary_max,exp,education,job_advantage1,job_advantage2,job_advantage3,job_advantage4,job_advantage5,job_advantage6,job_advantage7,job_advantage8,job_advantage9,job_advantage10
高级数据分析师,北京赛普力量教育科技有限公司,民营公司 ,150-500人 ,教育/培训/院校,北京-大兴区,1.5,2.5万/月,无工作经验,,['五险一金', '节日福利', '餐饮补贴', '补充医疗保险', '股票期权', '定期体检', '员工旅游', '14薪'],,
数据分析师,作业盒子,创业公司 ,500-1000人 ,"互联网/电子商务,教育/培训/院校",北京-朝阳区,2,4万/月,无工作经验,,['五险一金', '餐饮补贴', '弹性工作', '交通补贴'],,,,,,
风险数据分析师,金汇网络信息技术（北京）有限公司,民营公司 ,500-1000人 ,计算机软件,北京-丰台区,1,1.5万/月,无工作经验,本科,,,,,,,,,,
数据分析师,北京斗米优聘科技发展有限公司,民营公司 ,1000-5000人 ,"互联网/电子商务,专业服务(咨询、人力资源、财会)",北京-海淀区,0.8,1.5万/月,2年经验,本科,['五险一金', '补充医疗保险', '绩效奖金', '年终奖金', '弹性工作', '定期体检'],,,,
数据分析师（10610）,东方金诚国际信用评估有限公司,国企 ,150-500人 ,"金融/投资/证券,专业服务(咨询、人力资源、财会)",北京-西城区,0.8,1.6万/月,无工作经验,本科,['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检', '带薪年假'],,
数据分析师,北京京师励耘教育科技有限公司,民营公司 ,50-150人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京-海淀区,6,9千/月,2年经验,本科,['五险一金', '员工旅游', '绩效奖金', '年终奖金'],,,,,,
知名美资互联网招数据分析师了,某外资人力资源服务公司,合资 ,1000-5000人 ,专业服务(咨询、人力资源、财会),北京-朝阳区,7,8.5千/月,1年经验,本科,['做五休二', '周末双休', '五险一金', '餐饮补贴', '弹性工作'],,,,,
数据分析师,霍尔果斯公明科技有限公司,民营公司 ,50-150人 ,"金融/投资/证券,银行",北京-朝阳区,1,1.5万/月,3-4年经验,本科,['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '弹性工作'],,,
MIG03-腾讯LBS大数据分析师（北京）,深圳市腾讯计算机系统有限公司,民营公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
数据运营主管/数据分析师(J10508),藤门国际教育科技（北京）有限公司,民营公司 ,500-1000人 ,"教育/培训/院校,计算机软件",北京-东城区,1,1.5万/月,3-4年经验,本科,['五险一金', '员工旅游', '专业培训', '出国机会', '绩效奖金', '年终奖金', '弹性工作'],,,
直聘金融数据分析师,北京中辉时代商务咨询有限公司,民营公司 ,150-500人 ,"金融/投资/证券,会计/审计",北京,1,1.5万/月,无工作经验,,,,,,,,,,,
数据分析师,睦邻企业管理服务（北京）有限公司,民营公司 ,1000-5000人 ,"快速消费品(食品、饮料、化妆品),批发/零售",北京-朝阳区,1.5,3万/月,无工作经验,本科,,,,,,,,,,
高薪聘请高级数据分析师,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2,2.5万/月,3-4年经验,本科,['五险一金', '专业培训', '绩效奖金', '年终奖金', '做五休二', '股票期权', '员工旅游'],,,
数据分析师,中青融合（北京）投资基金管理有限公司,合资 ,50-150人 ,金融/投资/证券,北京-朝阳区,0.5,1.2万/月,无工作经验,本科,['五险一金', '专业培训', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '股票期权'],,,
数据分析师,北京木仓科技有限公司,民营公司 ,150-500人 ,互联网/电子商务,北京-海淀区,1,1.5万/月,2年经验,本科,['五险一金', '员工旅游', '专业培训', '弹性工作', '定期体检', '绩效奖金', '年终奖金'],,,
数据分析师,北京怡宁医院有限公司,民营公司 ,500-1000人 ,医疗/护理/卫生,异地招聘,0.8,1.5万/月,3-4年经验,大专,['五险一金'],,,,,,,,,
高级/资深数据分析师,北京花生便利科技有限公司,创业公司 ,50-150人 ,"互联网/电子商务,计算机软件",北京-朝阳区,1.5,3万/月,3-4年经验,本科,['五险一金', '周末双休', '年终双薪'],,,,,,,
高级数据分析师,南京高泰科技有限公司,民营公司 ,50-150人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京-海淀区,1.5,2万/月,2年经验,本科,['五险一金', '员工旅游', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '定期体检'],,,
数据分析师,美林数据技术股份有限公司,民营公司 ,150-500人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,0.8,1.6万/月,无工作经验,本科,['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '年终奖金', '股票期权', '定期体检'],,
搜狗地图-数据分析师（派遣）-北京-03405,北京搜狗科技发展有限公司,外资（欧美） ,1000-5000人 ,互联网/电子商务,北京-海淀区,4,6千/月,无工作经验,,['弹性工作', '餐饮补贴', '五险一金', '定期体检', '年终奖金', '补充医疗保险'],,,,
高级数据分析师,北京雅乐美森科技有限公司,民营公司 ,50-150人 ,"计算机软件,互联网/电子商务",北京-海淀区,1,1.5万/月,3-4年经验,硕士,['五险一金', '专业培训', '绩效奖金'],,,,,,,
数据分析师/数据挖掘师（高级）,深圳索信达数据技术股份有限公司,上市公司 ,150-500人 ,"计算机服务(系统、数据服务、维修),计算机软件",北京,1.5,3万/月,无工作经验,本科,['五险一金', '员工旅游', '补充医疗保险', '专业培训', '绩效奖金', '股票期权', '定期体检'],,,
数据分析师（北京）,北京中海华晟信息技术有限公司西安分公司,民营公司 ,50-150人 ,"通信/电信运营、增值服务,专业服务(咨询、人力资源、财会)",北京-朝阳区,6,8千/月,1年经验,本科,['做五休二', '周末双休', '带薪年假', '五险一金', '节日福利', '绩效奖金', '交通补贴', '餐饮补贴', '通讯补贴'],
数据分析师,北京小易到家电子商务有限公司,民营公司 ,150-500人 ,互联网/电子商务,北京-海淀区,1,1.5万/月,2年经验,本科,['五险一金', '补充医疗保险', '免费班车', '餐饮补贴', '定期体检'],,,,,
数据分析师,永旺幻想（中国）儿童游乐有限公司,外资（非欧美） ,1000-5000人 ,"娱乐/休闲/体育,生活服务",北京-朝阳区,1,1.5万/月,5-7年经验,本科,['五险一金', '补充医疗保险', '绩效奖金', '定期体检', '生日假'],,,,,
数据分析师应届毕业也能胜任,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
风控数据分析师助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
招聘数据分析师助理带薪培训待遇优,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.8,1万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
招聘数据分析师带薪免费培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析师经理助理高底薪双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融数据分析师双休不加班五险,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析师助理轻松过万双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
临地铁双休五险一金数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
应届生首选轻松过万数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
直招数据分析师助理6k起+双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
临地铁双休高底薪直招数据分析师助理美女如云,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
直招数据分析师助理无销售性质双休待遇优,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析师 非销售坐班技术岗位,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-丰台区,0.8,1万/月,2年经验,大专,,,,,,,,,,
海外留学生首选金融数据分析师,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-丰台区,1,1.5万/月,1年经验,本科,,,,,,,,,,
#NAME?,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-石景山区,0.8,1万/月,无工作经验,本科,['五险一金', '员工旅游', '弹性工作', '年终奖金', '通讯补贴', '交通补贴', '绩效奖金', '专业培训'],,
..6000+金融数据分析师,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-丰台区,0.6,1.5万/月,无工作经验,大专,['五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金', '全勤', '交通补贴'],,,
..金融数据分析师助理,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-丰台区,6,8千/月,无工作经验,大专,['五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金', '全勤', '交通补贴'],,,
#NAME?,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-房山区,0.8,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '弹性工作', '年终奖金', '通讯补贴', '交通补贴', '绩效奖金', '专业培训'],,
#NAME?,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-丰台区,0.8,1万/月,无工作经验,中专,['五险一金', '员工旅游', '弹性工作', '年终奖金', '通讯补贴', '交通补贴', '绩效奖金', '专业培训'],,
#NAME?,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-石景山区,0.8,1万/月,无工作经验,大专,['五险一金', '员工旅游', '弹性工作', '年终奖金', '通讯补贴', '交通补贴', '绩效奖金', '专业培训'],,
#NAME?,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-房山区,0.8,1万/月,1年经验,大专,['五险一金', '员工旅游', '弹性工作', '年终奖金', '通讯补贴', '交通补贴', '绩效奖金', '专业培训'],,
直招金融数据分析师助理可接受应届生,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '补充医疗保险', '通讯补贴', '弹性工作', '专业培训', '交通补贴', '年终奖金', '绩效奖金', '出国机会', '员工旅游']
集团直招金融数据分析师 非销售 无责底薪6K-1.5W,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '员工旅游', '交通补贴', '专业培训', '出国机会', '年终奖金', '股票期权', '弹性工作', '定期体检'],
直招金融数据分析师助理 无责底薪+岗位分红,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '餐饮补贴', '弹性工作', '通讯补贴', '补充医疗保险', '专业培训', '绩效奖金', '交通补贴', '年终奖金', '员工旅游']
集团直聘金融数据分析师/助理  高薪资+五险一金,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '补充公积金', '员工旅游', '交通补贴', '股票期权', '年终奖金', '出国机会', '专业培训', '餐饮补贴', '弹性工作']
内部直聘金融数据分析师/助理  双休+五险一金,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '出国机会', '年终奖金', '定期体检', '弹性工作']
应届毕业生可无经验带薪学习 直招数据分析师,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '出国机会', '年终奖金', '定期体检', '弹性工作'],
诚聘数据分析师/助理  3个月晋升管理层,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '交通补贴', '年终奖金', '出国机会', '专业培训', '定期体检', '弹性工作'],,
金融数据分析师/助理  五险一金+双休,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '补充公积金', '员工旅游', '交通补贴', '股票期权', '年终奖金', '出国机会', '专业培训', '餐饮补贴', '弹性工作']
公司内部直招金融数据分析师  五险一金+双休,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '补充公积金', '员工旅游', '交通补贴', '股票期权', '年终奖金', '出国机会', '专业培训', '餐饮补贴', '弹性工作']
高薪诚聘数据分析师 月薪5位数以上 无经验可带薪学习,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,本科,['五险一金', '员工旅游', '交通补贴', '年终奖金', '出国机会', '专业培训', '弹性工作'],,,
可接收应届毕业生 无经验可带薪学习 直招数据分析师,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,6,8千/月,无工作经验,中专,['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '出国机会', '年终奖金', '定期体检', '弹性工作'],
临近地铁 直招金融数据分析师 非销售 无责底薪6K-1.5W,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '员工旅游', '交通补贴', '专业培训', '出国机会', '年终奖金', '股票期权', '弹性工作', '定期体检'],
要想成功首选金融行业 数据分析师 无责高底薪+提成,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '交通补贴', '专业培训', '通讯补贴', '弹性工作', '绩效奖金', '年终奖金', '补充医疗保险', '餐饮补贴'],
直招金融数据分析师 无责底薪+岗位分红,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '餐饮补贴', '弹性工作', '通讯补贴', '补充医疗保险', '专业培训', '绩效奖金', '交通补贴', '年终奖金', '员工旅游']
毕业生首选 数据分析师/助理 无经验也可带薪学习,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '交通补贴', '年终奖金', '出国机会', '专业培训', '定期体检', '弹性工作'],,
无责底薪6k+提成+五险一金+双休 直招数据分析师,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '交通补贴', '年终奖金', '出国机会', '专业培训', '弹性工作', '定期体检'],,
可接受应届生直招数据分析师 无责高底薪+提成,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '弹性工作', '定期体检', '专业培训', '出国机会', '员工旅游', '交通补贴', '年终奖金'],,
金融数据分析师 非销售 6K-1.5W无责底薪+五险一金,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '专业培训', '出国机会', '年终奖金', '弹性工作', '定期体检']
地铁沿线 高底薪+岗位分红+五险一金 直招数据分析师,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,本科,['五险一金', '员工旅游', '餐饮补贴', '专业培训', '补充医疗保险', '出国机会', '年终奖金', '定期体检', '弹性工作'],
金融市场数据分析师,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,本科,['五险一金', '交通补贴', '专业培训', '通讯补贴', '弹性工作', '绩效奖金', '年终奖金', '补充医疗保险', '餐饮补贴'],
直招金融数据分析师  五险一金+双休,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '补充公积金', '员工旅游', '交通补贴', '股票期权', '年终奖金', '出国机会', '专业培训', '餐饮补贴', '弹性工作']
急聘数据分析师 无责底薪6K起+岗位分红,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '交通补贴', '年终奖金', '出国机会', '专业培训', '弹性工作'],,,
毕业了不知道做什么 看这里 直招金融数据分析师/助理,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金', '年终奖金', '交通补贴', '通讯补贴', '出国机会', '全勤奖']
直招金融数据分析师 无责底薪+岗位分红,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '餐饮补贴', '弹性工作', '通讯补贴', '补充医疗保险', '专业培训', '绩效奖金', '交通补贴', '年终奖金', '员工旅游']
数据分析师/金融助理（可实习）,北京万向卓迹商贸有限公司,合资 ,500-1000人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '补充医疗保险', '年终奖金', '绩效奖金', '交通补贴', '专业培训', '通讯补贴', '弹性工作'],,
F数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-丰台区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
E数据分析师/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
企业直招金融数据分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
数据分析师助理 文职岗位 6k双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.2万/月,无工作经验,大专,,,,,,,,,,
卫星、气象数据分析工程师,北京英视睿达科技有限公司,民营公司 ,50-150人 ,"电子技术/半导体/集成电路,互联网/电子商务",北京-西城区,0.8,1.3万/月,无工作经验,本科,['五险一金', '餐饮补贴', '交通补贴', '年终奖金', '弹性工作', '绩效奖金'],,,,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
智能资金监管支撑平台前端数据可视化工程师,中国科学院自动化研究所,事业单位 ,500-1000人 ,"政府/公共事业,学术/科研",北京-海淀区,0.6,1.2万/月,2年经验,本科,['五险一金', '定期体检', '带薪年假'],,,,,,,
数据挖掘工程师 - （大数据分析部）,北京图为先科技有限公司,民营公司 ,150-500人 ,"计算机软件,互联网/电子商务",北京-海淀区,1,2.5万/月,3-4年经验,大专,['补充医疗保险', '免费班车', '餐饮补贴', '绩效奖金', '弹性工作', '定期体检', '年终奖金', '五险一金', '专业培训'],
运营数据分析工程师,北京英视睿达科技有限公司,民营公司 ,50-150人 ,"电子技术/半导体/集成电路,互联网/电子商务",北京-西城区,1,1.5万/月,3-4年经验,硕士,['五险一金', '餐饮补贴', '交通补贴', '年终奖金'],,,,,,
大数据分析工程师,北京英视睿达科技有限公司,民营公司 ,50-150人 ,"电子技术/半导体/集成电路,互联网/电子商务",北京-西城区,0.8,1.5万/月,无工作经验,本科,['五险一金', '餐饮补贴', '交通补贴', '绩效奖金', '年终奖金', '弹性工作'],,,,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融分析师/助理,北京金慧宝通投资咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-东城区,1,1.5万/月,无工作经验,大专,['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训', '出国机会', '弹性工作', '股票期权'],,
金融业务经理,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
研究咨询经理,北京易善信用管理有限公司,民营公司 ,少于50人 ,"计算机服务(系统、数据服务、维修),专业服务(咨询、人力资源、财会)",北京-东城区,1.2,2.2万/月,3-4年经验,硕士,['专业培训', '出国机会', '绩效奖金', '餐饮补贴', '年终奖金'],,,,,
数据分析专员-北京-14040,优信集团,民营公司 ,10000人以上 ,"互联网/电子商务,汽车及零配件",北京,6,9千/月,2年经验,大专,['五险一金', '通讯补贴', '绩效奖金', '交通补贴'],,,,,,
业务数据分析,北京凯盛达贸易有限责任公司,民营公司 ,50-150人 ,"快速消费品(食品、饮料、化妆品),贸易/进出口",北京,4.5,6千/月,无工作经验,本科,['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训'],,,,,
数据分析,北京凯盛达贸易有限责任公司,民营公司 ,50-150人 ,"快速消费品(食品、饮料、化妆品),贸易/进出口",北京,3,4.5千/月,无工作经验,本科,['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训'],,,,,
数据分析专员,北京链家房地产经纪有限公司-BJ038,民营公司 ,10000人以上 ,"房地产,中介服务",北京,7,8千/月,1年经验,本科,,,,,,,,,,
数据分析专员,北京实创装饰工程有限公司,民营公司 ,1000-5000人 ,"家居/室内设计/装潢,建筑/建材/工程",北京-西城区,5,8千/月,3-4年经验,,,,,,,,,,,
可实习金融助理,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,6,8千/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
数据分析专员,北京圣承方略咨询有限公司,民营公司 ,50-150人 ,"教育/培训/院校,广告",北京-朝阳区,6,8千/月,无工作经验,本科,['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检'],
