job_name,company,company_info,company_size,company_type,city,salary_min,salary_max,exp,education,job_advantage1,job_advantage2,job_advantage3,job_advantage4,job_advantage5,job_advantage6,job_advantage7,job_advantage8,job_advantage9,job_advantage10
数据分析师-北京-16456,优信集团,民营公司 ,10000人以上 ,"互联网/电子商务,汽车及零配件",北京-朝阳区,1.5,2千/月,3-4年经验,本科,['通讯补贴', '绩效奖金', '定期体检', '弹性工作', '七险一金'],,,,,
金融数据分析师,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1.5,2千/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
高级数据分析师,达内时代科技集团有限公司,上市公司 ,5000-10000人 ,教育/培训/院校,北京,2,3千/月,3-4年经验,本科,['弹性工作', '带薪年假', '五险一金', '绩效奖金', '专业培训', '通讯补贴', '加班补贴', '餐饮补贴'],,
运营规划管理部_高级用户数据分析师,百度在线网络技术（北京）有限公司,外资（欧美） ,500-1000人 ,互联网/电子商务,北京-海淀区,2,3千/月,3-4年经验,本科,,,,,,,,,,
数据分析实习生（金服）,敦煌网,外资（非欧美） ,500-1000人 ,"互联网/电子商务,贸易/进出口",北京-海淀区,2,3千/月,无工作经验,本科,['五险一金', '补充医疗保险', '年终奖金', '弹性工作', '专业培训'],,,,,
商业分析/策略运营/数据分析,美团-大众点评,合资 ,10000人以上 ,"互联网/电子商务,计算机软件",北京,1.5,2千/月,无工作经验,本科,['五险一金', '补充医疗保险', '免费班车', '员工旅游', '交通补贴', '年终奖金', '弹性工作'],,,
数据分析专家-传媒综合管理部020,网易集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,5,7万/月,5-7年经验,,,,,,,,,,,
高底薪高提成，上不封顶，诚聘交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2,3万/年,5-7年经验,大专,['五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '做五休二', '交通补贴', '股票期权', '员工旅游']
高薪招聘  交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2,3万/年,无工作经验,本科,['五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '做五休二', '交通补贴', '股票期权', '员工旅游']
18000诚招交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2,3千/月,5-7年经验,本科,['五险一金', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '做五休二', '股票期权'],,
数据分析1003,北京TMO管理咨询有限公司,民营公司 ,500-1000人 ,"专业服务(咨询、人力资源、财会),外包服务",异地招聘,2,5千/月,2年经验,大专,,,,,,,,,,
数据分析1001,北京TMO管理咨询有限公司,民营公司 ,500-1000人 ,"专业服务(咨询、人力资源、财会),外包服务",异地招聘,2,5千/月,2年经验,大专,,,,,,,,,,
数据分析1004,北京TMO管理咨询有限公司,民营公司 ,500-1000人 ,"专业服务(咨询、人力资源、财会),外包服务",异地招聘,2,5千/月,2年经验,大专,,,,,,,,,,
数据分析1004,北京TMO管理咨询有限公司,民营公司 ,500-1000人 ,"专业服务(咨询、人力资源、财会),外包服务",异地招聘,2,5千/月,2年经验,大专,,,,,,,,,,
数据分析实习生(J11322),便利蜂,外资（非欧美） ,1000-5000人 ,互联网/电子商务,北京-朝阳区,2,3千/月,无工作经验,,['五险一金', '绩效奖金', '节日福利', '专业培训'],,,,,,
金融数据分析,富尔华兴（北京）国际投资管理有限公司,合资 ,500-1000人 ,"金融/投资/证券,互联网/电子商务",北京-朝阳区,1.5,2千/月,3-4年经验,高中,['五险一金', '员工旅游', '通讯补贴', '专业培训', '出国机会', '绩效奖金', '年终奖金', '股票期权', '弹性工作', '定期体检']
数据分析/处理实习生,房天下（北京）,外资（欧美） ,10000人以上 ,"互联网/电子商务,房地产",北京-丰台区,1.5,2千/月,无工作经验,本科,,,,,,,,,,
数据分析算法实习生(J10087),小猪短租,合资 ,150-500人 ,"互联网/电子商务,生活服务",北京-海淀区,2,3千/月,无工作经验,,['做五休二', '带薪年假', '绩效奖金', '节日福利'],,,,,,
数据分析专员,天津狮桥国际物流有限公司,外资（欧美） ,500-1000人 ,交通/运输/物流,北京-大兴区,2.5,3.5千/月,无工作经验,大专,['五险一金', '通讯补贴', '绩效奖金', '弹性工作', '节日福利'],,,,,
销售数据分析专员,厦门易帆人力资源咨询服务有限公司,民营公司 ,少于50人 ,专业服务(咨询、人力资源、财会),北京,4.5,6千/月,无工作经验,本科,,,,,,,,,,
数据分析岗,阳光保险集团股份有限公司,国企 ,10000人以上 ,"保险,金融/投资/证券",北京-通州区,0.8,1万/月,无工作经验,,['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '高温补贴', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训']
数据分析岗,阳光保险集团股份有限公司,国企 ,10000人以上 ,"保险,金融/投资/证券",北京-通州区,0.8,1万/月,无工作经验,,['五险一金', '餐饮补贴', '通讯补贴', '交通补贴', '定期体检', '员工旅游'],,,,
风险政策专员/数据分析专员/SAS1641,宜信公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,1,1.5万/月,,,,,,,,,,,,
风险模型专员/数据分析/SAS,宜信公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,1,1.5万/月,,,,,,,,,,,,
数据分析专员/SAS(10022794),宜信公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,1.2,1.7万/月,,,,,,,,,,,,
数据分析专员/风险政策专员/SAS,宜信公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,1,1.5万/月,,,,,,,,,,,,
数据分析3206,宜信公司,#VALUE!,#VALUE!,#VALUE!,异地招聘,6,8千/月,,,,,,,,,,,,
数据分析专员3961,宜信公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,6,8千/月,,,,,,,,,,,,
商家-高级数据安全专家-数据业务-北京,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,2年经验,本科,,,,,,,,,,
YunOS-高级数据产品专家（北京、杭州）,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,5-7年经验,本科,,,,,,,,,,
集团安全-数据分析/运营专家-北京/杭州,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
高德-数据分析产品专家-昌平,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,5-7年经验,本科,,,,,,,,,,
云零售-数据产品经理-技术,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
阿里文学-数据分析工程师,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
商业智能部-数据分析专家-望京,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,5-7年经验,本科,,,,,,,,,,
高德-资深数据分析与挖掘高级工程师/专家,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
高德-高级前端数据可视化工程师/专家,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,3-4年经验,本科,,,,,,,,,,
数据技术及产品部-高级数据技术专家-北京,阿里巴巴集团,上市公司 ,10000人以上 ,互联网/电子商务,北京,,,5-7年经验,本科,,,,,,,,,,
Senior Specialist Data Analytics 高级数据分析专员,华晨宝马汽车有限公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,,,,,,,,,,,,,,
Manager Business Data Analyst,华晨宝马汽车有限公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,,,,,,,,,,,,,,
Manager Customer Reporting(Data Scientist)/数据分析报告经理,华晨宝马汽车有限公司,#VALUE!,#VALUE!,#VALUE!,北京-朝阳区,,,,,,,,,,,,,,
供应链数据分析与管理,绫致时装（天津）有限公司,外资（欧美） ,5000-10000人 ,"服装/纺织/皮革,批发/零售",北京,,,3-4年经验,本科,['五险一金', '补充医疗保险', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '年终奖金', '绩效奖金', '定期体检', '弹性工作']
数据可视化工程师,亚信科技（中国）有限公司,外资（欧美） ,10000人以上 ,"计算机软件,通信/电信运营、增值服务",北京-海淀区,2.8,3.3万/月,3-4年经验,,['免费班车', '弹性工作', '五险一金', '专业培训'],,,,,,
数据分析工程师,亚信科技（中国）有限公司,外资（欧美） ,10000人以上 ,"计算机软件,通信/电信运营、增值服务",北京-海淀区,2.8,3.3万/月,3-4年经验,本科,['免费班车', '弹性工作', '五险一金', '专业培训'],,,,,,
数据分析主任,好丽友食品有限公司,#VALUE!,#VALUE!,#VALUE!,北京,,,,,,,,,,,,,,
诚聘分析师   助理,北京盛业恒泰投资有限公司,合资 ,500-1000人 ,"金融/投资/证券,专业服务(咨询、人力资源、财会)",北京-朝阳区,0.6,1.8万/月,无工作经验,中技,['五险一金', '员工旅游', '年终奖金', '股票期权', '绩效奖金', '出国机会', '周末双休'],,,
金融 交易员分析师      助理,北京盛业恒泰投资有限公司,合资 ,500-1000人 ,"金融/投资/证券,专业服务(咨询、人力资源、财会)",北京-朝阳区,0.6,1.8万/月,无工作经验,中技,['五险一金', '员工旅游', '年终奖金', '股票期权', '绩效奖金', '出国机会', '周末双休'],,,
证券研究/金融分析,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.8,1万/月,1年经验,高中,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
货币分析+五险+双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,6,8千/月,1年经验,中专,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,1年经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
招聘分析师带薪免费培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
均薪8K应届生数据分析岗,通联（深圳）投资有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,,,,,,,,,,
15000诚聘交易员及分析师,北京中辉时代商务咨询有限公司,民营公司 ,150-500人 ,"金融/投资/证券,会计/审计",北京,1,3万/月,无工作经验,,,,,,,,,,,
数据分析总监(000946),和讯信息科技有限公司,民营公司 ,500-1000人 ,"金融/投资/证券,互联网/电子商务",北京,3,4万/月,无工作经验,,['五险一金', '补充医疗保险', '绩效奖金', '餐饮补贴', '弹性工作'],,,,,
6000底薪 零基础培训 金融交易员,北京中辉时代商务咨询有限公司,民营公司 ,150-500人 ,"金融/投资/证券,会计/审计",北京,1,3万/月,无工作经验,,,,,,,,,,,
/金融研究/数据分析/交易员,北京中辉时代商务咨询有限公司,民营公司 ,150-500人 ,"金融/投资/证券,会计/审计",北京,1,3万/月,无工作经验,,,,,,,,,,,
互联网事业部-数据分析岗,大童保险销售服务有限公司,合资 ,10000人以上 ,保险,北京-朝阳区,6,8千/月,2年经验,本科,['五险一金', '补充医疗保险', '年终奖金', '绩效奖金', '专业培训', '定期体检'],,,,
证券研究/金融分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 投资经理\助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.7,1.4万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
分析师助理带薪免费培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,6,8千/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析/助理 可实习带培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
助理分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,6,8千/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融投资助理+双休五险,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,6,8千/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融培训师助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.8,1万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
投资助理底薪6K起+分红,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,6,8千/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
投资经理（助理）无责+培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高底薪直招数据分析/助理技术岗,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
货币分析+五险+双休+高底薪,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
市场投资数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,1,1.5万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
..双休+五险一金投资数据分析,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-房山区,0.8,1.5万/月,1年经验,本科,['五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金', '全勤', '交通补贴'],,,
外汇投资研究员,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-房山区,1,1.5万/月,1年经验,本科,,,,,,,,,,
金融投资数据分析，五险一金,北京领行国际企业管理有限公司,民营公司 ,150-500人 ,"金融/投资/证券,银行",北京-房山区,0.8,1万/月,无工作经验,大专,['五险一金', '弹性工作', '专业培训', '员工旅游', '绩效奖金'],,,,,
公司直招 金融分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
市场投资分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,大专,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
货币数据分析+五险+双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1万/月,1年经验,中专,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
金融实习生,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
市场数据分析经理\助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1万/月,1年经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融投资分析师五险双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析/助理+五险双休岗位分红,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,1年经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融培训讲师助理6K,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,1年经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融数据分析经理/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,1年经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融客户经理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
市场助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
市场经理\助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
企业直招投资经理/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
投资主管,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.8,1万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
市场助理\专员,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
市场数据专员,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,大专,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
数据分析,北京中意宇星国际贸易有限责任公司,民营公司 ,1000-5000人 ,"服装/纺织/皮革,贸易/进出口",北京-东城区,4.5,6千/月,无工作经验,,,,,,,,,,,
15000聘金融分析师,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,高中,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
高薪聘请高级交易员，助理,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2,2.5万/月,3-4年经验,本科,,,,,,,,,,
金融系统交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
金融专业交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
资金交易员  高薪资,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
流动性交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
大数据可视化工程师,中关村科技软件股份有限公司,合资 ,50-150人 ,"计算机软件,计算机服务(系统、数据服务、维修)",北京,1,1.8万/月,3-4年经验,本科,['五险一金', '补充医疗保险', '员工旅游', '餐饮补贴', '弹性工作', '定期体检', '节日福利'],,,
可***性交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
金融分析师（有经验优先）,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
内部可晋升五险双休诚聘分析师有经验者优先,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.5万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融投资部数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-东城区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
高薪诚聘 金融分析助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,初中及以下,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融投资部数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融投资部数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-昌平区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融投资部数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-海淀区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
招聘分析师带薪免费培训,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
投资经理/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
货币分析+五险+双休,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,6,8千/月,无工作经验,,['五险一金', '年终奖金', '通讯补贴', '交通补贴', '餐饮补贴', '专业培训'],,,,
金融投资部数据分析/助理,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京-朝阳区,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
外汇投资分析师,北京中天方木教育科技有限公司,外企代表处 ,50-150人 ,"金融/投资/证券,教育/培训/院校",北京,0.6,1.2万/月,无工作经验,,['五险一金', '弹性工作', '年终奖金', '绩效奖金', '员工旅游'],,,,,
金融经理,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
诚聘金融分析师,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,3-4年经验,本科,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '节日假期'],,
全球人力管理咨询专家（数据分析方向）,字节跳动,民营公司 ,10000人以上 ,"互联网/电子商务,计算机软件",北京,3,5万/月,3-4年经验,本科,['六险一金', '高薪期权', '弹性工作', '免费三餐', '租房补贴', '带薪休假', '休闲下午茶', '扁平管理', '健身瑜伽', '过亿用户']
双休交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
诚聘交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,高中,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
诚聘优秀金融交易管家,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
高薪聘请 高级交易师,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,2.5,3万/月,3-4年经验,本科,['五险一金', '专业培训', '绩效奖金', '年终奖金', '弹性工作', '股票期权'],,,,
金融分析师助理,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,0.8,1万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
1w交易员,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
金融实习生,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,6,8千/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
高薪诚聘外汇盘手,北京中辉时代商务咨询有限公司,民营公司 ,50-150人 ,金融/投资/证券,北京-朝阳区,1,1.5万/月,无工作经验,,['五险一金', '专业培训', '绩效奖金', '年终奖金', '员工旅游', '通讯补贴', '弹性工作', '周末双休', '节日假期', '早九晚五']
